line_number,filename,current_label,suggested_label,confidence
527,IMG_20260318_152437037_HDR.jpg,Rear lane behind Baldwin/Augusta (RICKY mural wider),KEEP,high
529,IMG_20260318_152453252_HDR.jpg,Rear lane behind Baldwin/Augusta (RICKY mural wider),Rear lane behind Baldwin/Augusta (silver graffiti on garage door),medium
530,IMG_20260318_152504590_HDR.jpg,Rear lane behind Baldwin/Augusta (RICKY mural wider),Rear lane behind Baldwin/Augusta (POUR HDC TOMMY throwie on garage),medium
531,IMG_20260318_152507457_HDR.jpg,Rear lane behind Baldwin/Augusta (RICKY mural wider),Rear lane behind Baldwin/Augusta (lane view with lakeshore mural),medium
532,IMG_20260318_152514951_HDR.jpg,Rear lane behind Baldwin/Augusta (RICKY mural wider),Rear lane behind ~30-35 Oxford St (lakeshore/trees mural),medium
533,IMG_20260318_152522596_HDR.jpg,Rear lane behind ~30-35 Oxford St (lakeshore mural),KEEP,high
534,IMG_20260318_152528914_HDR.jpg,"Rear lane behind ~30-35 Oxford St (SOUR tags, lakeshore)",KEEP,high
535,IMG_20260318_152535233_HDR.jpg,"Rear lane behind ~33-37 Oxford St (purple wolf mural, CassieTes)",Rear lane behind ~33-37 Oxford St (purple wolf/fox mural - cassietes.com),high
536,IMG_20260318_152540492_HDR.jpg,Rear lane behind ~33-37 Oxford St (stars on black garage),KEEP,high
537,IMG_20260318_152547124_HDR.jpg,"Rear lane behind ~35-37 Oxford St (cinder block, TCR/SMOKE)",KEEP,high
538,IMG_20260318_152554326_HDR.jpg,Rear lane behind ~35-37 Oxford St (CLONE piece),KEEP,high
539,IMG_20260318_152600835_HDR.jpg,"Rear lane behind ~37-39 Oxford St (silver/white, NSSK)",KEEP,high
540,IMG_20260318_152607838_HDR.jpg,Rear lane behind ~37-39 Oxford St (yellow CESOP piece),KEEP,high
541,IMG_20260318_152613048_HDR.jpg,"Rear lane, looking north toward Oxford St (Canadian flag)",KEEP,high
542,IMG_20260318_152619075_HDR.jpg,"Rear lane intersection (gold/red wildstyle, No Parking)",KEEP,high
543,IMG_20260318_152625643_HDR.jpg,"Rear lane bend (TACO TIME fence, grey house, conifers)",KEEP,high
544,IMG_20260318_152631992_HDR.jpg,Rear lane behind ~35-41 Oxford St (gold ZICE piece),KEEP,high
