line_number,filename,current_label,suggested_label,confidence
1634,IMG_20260320_174124288_HDR.jpg,"College St south side near Borden St (eastbound)","~409 College St south side, Printing Digital Design Copying shop (416-920-1023, 409 College St visible)",high
1635,IMG_20260320_174137266_HDR.jpg,"College St south side near Borden St (eastbound)","Borden St & College St intersection, looking south at school/community centre (road closed sign)",medium
1636,IMG_20260320_174155284.jpg,"College St south side near Borden St (eastbound)","College St & Borden St intersection panorama, south side storefronts",medium
1637,IMG_20260320_174230805_HDR.jpg,"College St south side near Borden St (eastbound)","~401-403 College St south side, school/community building with blue roof and delivery truck",medium
1638,IMG_20260320_174236374_HDR.jpg,"College St south side near Borden St (eastbound)","~401-403 College St south side, Printing Digital Design Copying sign visible, looking east at Borden intersection",medium
1639,IMG_20260320_174247857_HDR.jpg,"College St south side near Borden St (eastbound)","Church on College St south side near Borden St (small brick church with yellow door, Domino's next door)",medium
1640,IMG_20260320_174304731_HDR.jpg,"College St south side near Borden St (eastbound)","~393-399 College St south side (Domino's Pizza, storefronts, Beyond Wanted graffiti shop)",high
1641,IMG_20260320_174320544_HDR.jpg,"College St south side near Borden St (eastbound)","~389-401 College St south side, Kensington Community School with clock tower and playground fence",high
1642,IMG_20260320_174401008_HDR.jpg,"College St south side near Borden St (eastbound)","Kensington Community School, ~401 College St south side (blue roof, mosaic mural, Shen Yun banner)",high
1643,IMG_20260320_174418058_HDR.jpg,"College St south side near Borden St (eastbound)","Do Not Pass Open Doors transit safety sign, College St south side near streetcar stop",low
1644,IMG_20260320_174423825_HDR.jpg,"College St south side near Borden St (eastbound)","~381-389 College St south side (Cloak and Dagger pub, Tattoo shop, storefronts)",high
1645,IMG_20260320_174430049_HDR.jpg,"College St south side near Borden St (eastbound)","Kensington Community School yard, College St south side (blue roof, painted fence, mural)",high
1646,IMG_20260320_174452993_HDR.jpg,"College St south side near Borden St (eastbound)","~377-385 College St south side (Tattoo shop, Zafoor restaurant storefronts)",high
1647,IMG_20260320_174501339_HDR.jpg,"College St south side near Borden St (eastbound)","TTC bus shelter at Borden St on College St (Borden St sign visible on shelter)",high
1675,IMG_20260320_175003695.jpg,"College St south side (Quetzal / law office area)","College St & Bellevue Ave area panorama, south side storefronts including fire station",low
1687,IMG_20260320_175217611_HDR.jpg,"College St south side (Quetzal / law office area)","Rear of building near College St, brick wall with gas meters and caution tape",low
1707,IMG_20260320_175445671_HDR.jpg,"College St south side (Quetzal / law office area)","Rear of building near College St, cluttered balcony/storage area with graffiti",low
1727,IMG_20260320_175804866_HDR.jpg,"College St south side (Quetzal / law office area)","Graffiti mural on brick wall (artist: Spudbz), rear lane near College St",low
