line_number,filename,current_label,suggested_label,confidence
611,IMG_20260318_154447308_HDR.jpg,"Alley exit, looking east toward ~72-76 Nassau St backs","Alley exit toward Nassau St (graffiti garage left, brick house with graffiti right, rear yards)",medium
612,IMG_20260318_154451391_HDR.jpg,"Alley exit, wider view toward Nassau St houses","Alley exit toward Nassau St (wider view, same graffiti garage and houses as 611)",medium
651,IMG_20260318_175548354_HDR.jpg,"Alley Betwee 39 & 41 Nassau St","Alley between 39 & 41 Nassau St (side wall of brick building, utility meter, chain-link fence, snow)",medium
652,IMG_20260318_175554084_HDR.jpg,"Alley Betwee 39 & 41 Nassau St","Alley between 39 & 41 Nassau St (side wall brick building, closer view)",medium
721,IMG_20260318_182526444_HDR.jpg,"Kensington Market laneway (rear of houses, fire escape)","Laneway near Kensington Ave (graffiti garages, rear yards with stairs and red door, bins)",low
722,IMG_20260318_182542025_HDR.jpg,"Kensington Market laneway (rear of houses, fire escape)","Laneway near Kensington Ave (rear of house with deck stairs, metal shed, bollards)",low
723,IMG_20260318_182550725_HDR.jpg,"Kensington Market laneway (rear of houses, fire escape)","Laneway near Kensington Ave (rear of house, rotated/sideways view, deck and fire escape)",low
724,IMG_20260318_182554018_HDR.jpg,"Kensington Market laneway (rear of houses, fire escape)","Laneway near Kensington Ave (brick house rear with fire escape, white car behind fence, graffiti)",low
895,IMG_20260320_011024375_HDR.jpg,"Kensington Market alley (night, graffiti, rear yards)","Laneway behind Augusta Ave (night, elicser Palestine solidarity mural, watermelon imagery)",medium
896,IMG_20260320_011030816_HDR.jpg,"Kensington Market alley (night, graffiti, rear yards)","Laneway behind Augusta Ave (night, rear of white-sided house, narrow alley view)",medium
897,IMG_20260320_011048375_HDR.jpg,"Kensington Market alley (night, graffiti, rear yards)","Laneway behind Augusta Ave (night, same murals as 895, wider view with lit doorway on right)",medium
898,IMG_20260320_011104655_HDR.jpg,"Kensington Market alley (night, graffiti, rear yards)","Laneway behind Augusta Ave (night, wider view, same murals + diamond-pattern garage door)",medium
899,IMG_20260320_011141704_HDR.jpg,"Kensington Market alley (night, graffiti, rear yards)","Laneway behind Augusta Ave (night, 473 graffiti on wall, metal lattice gate)",medium
900,IMG_20260320_011149337_HDR.jpg,"Kensington Market alley (night, graffiti, rear yards)","Laneway behind Augusta Ave (night, looking past lattice gate toward parked cars, very dark)",medium
901,IMG_20260320_011232512_HDR.jpg,"Kensington Market alley (night, graffiti, rear yards)","Laneway behind Augusta Ave (night, 473 graffiti visible on wall, lattice gate, bins)",medium
1367,IMG_20260320_163445980_HDR.jpg,"Kensington Market laneways (graffiti, garages, alleys)","PARANOID custom apparel store (Denison Ave area, mural sign with WEAREPARANOID.COM)",high
1407,IMG_20260320_164307688_HDR.jpg,"Kensington Market laneways (graffiti, garages, alleys)","Bellevue Park area (open grass with yellow fire hydrant, benches, bare trees)",medium
1408,IMG_20260320_164351591_HDR.jpg,"Kensington Market laneways (graffiti, garages, alleys)","Rear of house on Denison Ave (red brick, 3 windows, chain-link fence, blue barrel in yard)",medium
1409,IMG_20260320_164410224_HDR.jpg,"Kensington Market laneways (graffiti, garages, alleys)","Rear of houses on Denison Ave (dark red/maroon Victorian semi-detached, chain-link fences, blue/green bins)",medium
1410,IMG_20260320_164421483_HDR.jpg,"Kensington Market laneways (graffiti, garages, alleys)","Rear of houses on Denison Ave (brick Victorian, two adjacent houses with bins and fencing)",medium
1411,IMG_20260320_164431695_HDR.jpg,"Kensington Market laneways (graffiti, garages, alleys)","Rear of house on Denison Ave (orange-red brick Victorian with decorative brickwork, black trim)",medium
1412,IMG_20260320_164440037_HDR.jpg,"Kensington Market laneways (graffiti, garages, alleys)","Rear of house on Denison Ave (brown brick 3-storey with white horizontal railings, AC units)",medium
1413,IMG_20260320_164446923_HDR.jpg,"Kensington Market laneways (graffiti, garages, alleys)","Rear of house on Denison Ave (multi-tone brick with blue door, white glass solarium addition, wooden deck)",medium
1414,IMG_20260320_164455395_HDR.jpg,"Kensington Market laneways (graffiti, garages, alleys)","Rear of house on Denison Ave (brick semi-detached, green awnings, white porches, wooden fence)",medium
1415,IMG_20260320_164512146_HDR.jpg,"Kensington Market laneways (graffiti, garages, alleys)","Rear of house on Denison Ave (dark brick with blue-framed door, evergreen tree, wooden fence)",medium
1416,IMG_20260320_164517156_HDR.jpg,"Kensington Market laneways (graffiti, garages, alleys)","Rear of house on Denison Ave (red/orange brick with decorative yellow brick trim, evergreen tree)",medium
1417,IMG_20260320_164525221_HDR.jpg,"Kensington Market laneways (graffiti, garages, alleys)","Rear of house on Denison Ave (orange brick with black trim, bins visible, green bin at gate)",medium
1418,IMG_20260320_164531909_HDR.jpg,"Kensington Market laneways (graffiti, garages, alleys)","Rear of house on Denison Ave (red/yellow brick Victorian pair, large evergreen tree)",medium
1419,IMG_20260320_164543243_HDR.jpg,"Kensington Market laneways (graffiti, garages, alleys)","Rear of house on Denison Ave (red/yellow brick, closer view of pair from 1418)",medium
1420,IMG_20260320_164550169_HDR.jpg,"Kensington Market laneways (graffiti, garages, alleys)","~Denison Ave (brick semi-detached with red trim, iron railings, blue Christmas lights, concrete sidewalk)",medium
1421,IMG_20260320_164557900_HDR.jpg,"Kensington Market laneways (graffiti, garages, alleys)","Denison Ave near Dundas (partial KENSINGTON sign visible top right, brick house with red/white trim)",medium
1422,IMG_20260320_164617208_HDR.jpg,"Kensington Market laneways (graffiti, garages, alleys)","Kensington Automotive (Dundas St W, green/blue building with KENSINGTON AUTOMOTIVE sign, parked cars)",high
1423,IMG_20260320_164624557_HDR.jpg,"Kensington Market laneways (graffiti, garages, alleys)","Kensington Automotive (Dundas St W, wider view with sign and social media details)",high
1424,IMG_20260320_164645813_HDR.jpg,"Kensington Market laneways (graffiti, garages, alleys)","Kensington Automotive parking lot (colorful cityscape mural on building behind, new condo tower)",medium
1425,IMG_20260320_164715008_HDR.jpg,"Kensington Market laneways (graffiti, garages, alleys)","Greens Vegetarian Restaurant (416-603-3337, yellow sign, Dundas St W near Augusta)",high
1426,IMG_20260320_164723870_HDR.jpg,"Kensington Market laneways (graffiti, garages, alleys)","Greens Vegetarian Restaurant (416-603-3337, closer view, Dundas St W near Augusta)",high
1427,IMG_20260320_164727900_HDR.jpg,"Kensington Market laneways (graffiti, garages, alleys)","~128 Denison Ave (red brick Victorian house next to Greens Vegetarian, wooden fence/deck)",medium
1428,IMG_20260320_164736156_HDR.jpg,"Kensington Market laneways (graffiti, garages, alleys)","~130 Denison Ave (red brick Victorian with white trim, bay windows, wooden deck)",medium
1429,IMG_20260320_164745771_HDR.jpg,"Kensington Market laneways (graffiti, garages, alleys)","~132 Denison Ave (red brick house with enclosed porch, wrought iron steps on right)",medium
1430,IMG_20260320_164754836_HDR.jpg,"Kensington Market laneways (graffiti, garages, alleys)","~134 Denison Ave (red brick bungalow with peaked gable, green shrubs, wrought iron fence)",medium
1431,IMG_20260320_164800516_HDR.jpg,"Kensington Market laneways (graffiti, garages, alleys)","~136 Denison Ave (red brick bungalow with porch, large tree, iron fence, red carpet on patio)",medium
1432,IMG_20260320_164813275_HDR.jpg,"Kensington Market laneways (graffiti, garages, alleys)","~138 Denison Ave (red brick semi-detached, tree in front, porch awning, wider sidewalk view)",medium
1433,IMG_20260320_164819353_HDR.jpg,"Kensington Market laneways (graffiti, garages, alleys)","~140 Denison Ave (brick bungalow with chain-link fence, white door, cluttered front yard)",medium
1434,IMG_20260320_164839797_HDR.jpg,"Kensington Market laneways (graffiti, garages, alleys)","~142-144 Denison Ave (semi-detached pair, bay windows, grey stone base left, brown brick right)",medium
1435,IMG_20260320_165411577_HDR.jpg,"Kensington Market laneways (graffiti, garages, alleys)","Laneway garage door (graffiti: AUNTY tag in pink, XOC tag, large orange/green piece, brick building)",low
1447,IMG_20260320_165548931_HDR.jpg,"Kensington Market laneways (graffiti, garages, alleys)","Texture close-up (weathered wood plank with metal bolt/washer, RP CO A-P stamp)",low
1880,IMG_20260321_104250277_HDR.jpg,"Kensington Market area (laneway, construction, graffiti)","Kensington Market laneway (construction site with green dumpster, graffiti walls, baby stroller, condo towers in background)",low
